retX retY motX motY time
162.991 117.558 0 0 1432206978
131.434 125.668 -13.4984 -1.95464 1432206978
159.98 110.274 0 0 1432206992
76.7054 110.677 -44.4458 0.00174856 1432206992
114.502 64.6436 -19.4479 33.4867 1432206992
165.432 114.303 0 0 1432207000
187.259 71.7199 9.70319 9.26334 1432207000
157.684 81.7423 -14.2924 29.4848 1432207000
160.078 125.171 0 0 1432207005
168.63 122.458 0 0 1432207012
164.923 62.9146 0 12.8925 1432207012
81.4863 55.9725 -42.3128 26.3169 1432207012
74.332 124.904 -49.3054 -0.00437139 1432207012
184.343 52.9028 7.68682 23.4016 1432207012
159.154 125.179 0 0 1432207017
161.206 122.65 0 0 1432207024
182.778 82.7462 9.70596 9.22662 1432207024
166.017 125.249 0 0 1432207034
90.6755 127.737 -35.0149 0.0009016 1432207034
170.676 118.344 0 0 1432207041
185.517 114.424 7.02781 0.964193 1432207041
101.372 114.757 -28.0114 0.97157 1432207041
100.453 70.4424 -41.0043 27.1922 1432207041
167.032 107.089 0 0 1432207047
169.287 105.231 1.12169 0.452412 1432207047
91.868 105.705 -34.0374 0.455008 1432207047
104.302 51.814 -26.038 14.8762 1432207047
147.627 119.79 0 0 1432207058
93.9562 52.3502 -24.9824 17.7471 1432207058
168.064 115.107 0 0 1432207067
135.41 120.157 -13.5103 -1.97401 1432207067
87.5689 56.6814 -38.4902 14.0119 1432207067
207.5 49 5.50967 18.3883 1432207067
172.295 125.082 0 0 1432207071
119.397 124.529 -22.6313 0.0513092 1432207071
172.352 115.874 0 0 1432207082
140.172 121.893 -13.4798 -1.92352 1432207082
194 49 -2.24108 17.9011 1432207082
192.307 125.213 -27.239 43.5 1432207082
166.528 122.354 0 0 1432207089
153.685 90.6344 -4.72021 7.08163 1432207089
86.2759 49.2069 -42.5082 19.0194 1432207089
121 49 -38.5109 35.2434 1432207089
167.329 116.002 0 0 1432207099
136.213 122.563 -13.4964 -1.95869 1432207099
179.5 49 -6.44781 17.7662 1432207099
132.449 72.7793 -21.4465 27.4248 1432207099
172.324 120.978 0 0 1432207105
127.822 95.9895 -18.0824 5.58932 1432207105
156.763 76.5352 -7.08302 40.8331 1432207105
162.864 113.404 0 0 1432207112
178.499 107.85 7.00314 0.953565 1432207112
121.007 51.8404 -29.7948 37.421 1432207112
167.605 90.9821 2.98949 4.54163 1432207112
88.8232 52.6768 -34.7872 16.2472 1432207112
174.693 117.615 0 0 1432207124
171.863 56.1832 0 15.2139 1432207124
190.077 52.529 6.01579 42.443 1432207124
165.168 125.091 0 0 1432207129
89.5839 126.989 -35.0914 0.0374574 1432207129
175.008 121.512 0 0 1432207140
177.987 125.236 2.10042 -1.19798 1432207140
124.241 125.258 -20.4327 -1.19596 1432207140
170.782 120.335 0 0 1432207145
94.8767 54.0822 -33.3665 16.6107 1432207145
92.5391 53.8656 -37.3542 22.9322 1432207145
158.376 121.121 0 0 1432207150
88.8269 60.0036 -33.3521 15.2464 1432207150
170.184 122.563 0 0 1432207155
167.219 63.695 -0.00134813 13.3438 1432207155
173.821 116.528 0 0 1432207162
175.931 115.46 1.15269 0.460253 1432207162
140.503 124.1 -12.4731 -1.51928 1432207162
78.9654 125.069 -47.5423 -1.51775 1432207162
118.869 62.8792 -32.5424 34.9463 1432207162
168.635 124.08 0 0 1432207168
91.7595 125.611 -35.0392 0.00163927 1432207168
172.291 76.9137 8.95957 40.6027 1432207168
155.073 121.85 0 0 1432207176
183.296 61.331 14.0009 25.3722 1432207176
168.06 108.765 0 0 1432207181
170.01 107.1 1.13941 0.452904 1432207181
81.8087 110.531 -43.2588 0.372579 1432207181
159.845 117.578 0 0 1432207186
177.119 112.305 7.02961 0.968264 1432207186
175.699 111.723 8.16761 1.42117 1432207186
115.012 113.163 -18.3702 1.34125 1432207186
170.804 122.941 0 0 1432207193
94.7703 61.5227 -33.3638 14.0138 1432207193
154.074 64.9874 6.6308 43.3258 1432207193
169.69 114.336 0 0 1432207200
184.327 110.341 7.02911 0.967144 1432207200
140.075 88.7495 -11.0691 6.62244 1432207200
177.478 118.55 3.56155 -0.890508 1432207200
179.694 119.571 4.71079 -0.465144 1432207200
184.898 123.606 6.91149 -1.83732 1432207200
143.78 54.8824 -9.08414 15.5376 1432207200
159.924 106.87 0 0 1432207208
128.477 114.555 -13.5106 -1.95511 1432207208
167.373 50.3676 0.491173 19.4628 1432207208
172.754 119.43 0 0 1432207216
179.588 122.954 3.70111 -1.6311 1432207216
192.056 125.178 8.70096 41.73 1432207216
147.797 119.515 0 0 1432207222
132.253 54.4135 -5.88714 16.9337 1432207222
86.785 53.04 -40.8862 34.2969 1432207222
164.704 105.662 0 0 1432207231
78.9528 105.891 -44.4458 0.00191249 1432207231
100.202 78.3803 -48.4403 26.3076 1432207231
161.759 106.879 0 0 1432207237
130.857 112.799 -13.5103 -1.97426 1432207237
160.734 118.954 -7.51028 45.2599 1432207237
170.259 109.838 0 0 1432207244
106.154 107.044 -26.5953 0.0050271 1432207244
179.88 49.5978 0.400507 17.3575 1432207244
166.791 121.77 0 0 1432207253
77.8998 94.3872 -46.3231 6.0725 1432207253
147.069 79.3135 -24.3365 33.49 1432207253
159.068 115.29 0 0 1432207258
174.646 111.741 7.0506 0.978263 1432207258
95.3287 114.23 -27.9783 0.894333 1432207258
167.07 113.578 0 0 1432207264
181.939 110.029 7.01605 0.96433 1432207264
87.0577 109.75 -37.417 0.965477 1432207264
159.455 119.59 -28.4163 45.2986 1432207264
162.401 107.221 0 0 1432207268
119.156 109.062 -18.8675 -0.134748 1432207268
165.018 108.172 0 0 1432207273
169.116 105.872 1.15591 0.473313 1432207273
183.425 104.425 8.14299 1.26418 1432207273
152.632 122.014 0 0 1432207284
136.078 58.2847 -5.88762 15.009 1432207284
164.779 125.052 -37.8823 43.3061 1432207284
153.697 110.15 0 0 1432207295
84.6741 109.856 -35.0392 0.00385229 1432207295
116.997 78.3392 -32.0379 40.3296 1432207295
164.702 111.018 0 0 1432207301
171.925 122.901 0 0 1432207307
186.879 117.085 7.03964 1.00772 1432207307
87.1049 84.4681 -39.2828 8.06487 1432207307
157.391 107.545 -12.2862 36.4087 1432207307
164.541 122.875 0 0 1432207320
81.98 50.07 -41.8443 18.1331 1432207320
159.564 51.2117 -4.849 45.3637 1432207320
165.969 122.334 0 0 1432207325
92.2368 57.2896 -33.3606 15.7425 1432207325
84.413 58.7843 -47.3505 25.2018 1432207325
169.451 122.835 0 0 1432207331
80.4247 46.4866 -41.8417 19.505 1432207331
162.827 124.881 0 0 1432207335
85.6148 127.237 -35.0288 0.0299167 1432207335
159.016 111.667 0 0 1432207343
116.44 114.2 -18.8037 -0.159611 1432207343
174.396 120.523 0 0 1432207358
112.592 49.0604 -24.9866 17.8976 1432207358
116.559 57.8972 -46.9823 49.0964 1432207358
164.859 105.989 0 0 1432207366
101.263 105.511 -26.6226 0.00158463 1432207366
101.16 103.445 -26.6251 0.208215 1432207366
178.172 56.8696 4.37801 37.5255 1432207366
174.244 115.699 0 0 1432207378
143.227 121.699 -13.4964 -1.96065 1432207378
192.113 124.976 -26.4946 46.2968 1432207378
172.494 123.709 0 0 1432207387
187.559 120.471 7.00292 0.694451 1432207387
83.7259 93.1493 -39.2958 7.52776 1432207387
161.912 109.8 0 0 1432207400
175.636 103.046 7.02899 0.96769 1432207400
84.9125 74.1841 -34.501 7.26539 1432207400
89.5072 47.3865 -38.5042 29.6318 1432207400
172.817 118.839 0 0 1432207409
92.0482 118.508 -35.0392 0.0346706 1432207409
163.699 85.215 -0.0392205 45.2981 1432207409
164.282 121.682 0 0 1432207414
78.2044 46.8066 -41.8396 19.4585 1432207414
173.184 122.031 0 0 1432207419
143.768 58.8949 -12.2315 5.74235 1432207419
164.494 118.189 0 0 1432207424
119.34 62.3296 -18.4457 12.8401 1432207424
164.375 131.938 0 0 1432207428
120.399 74.3084 -18.4342 12.8282 1432207428
162.008 132.873 0 0 1432207434
117.915 72.9997 -18.451 13.0652 1432207434
138.976 189.834 -9.45035 -21.3769 1432207434
168.997 110.604 0 0 1432207441
137.662 122.071 -13.5075 -2.16847 1432207441
172.911 122.482 0 0 1432207445
176.604 124.348 1.14189 0.444205 1432207445
178.6 125.314 3.11664 -0.616139 1432207445
169.418 118.985 0 0 1432207457
184.347 118.75 7.02913 0.960334 1432207457
116.303 183.238 -20.9486 -13.853 1432207457
117.477 185.189 -20.9037 -14.0549 1432207457
146.722 193.674 -7.91786 -18.7449 1432207457
71.5142 73.7257 -47.9401 9.93045 1432207457
148.058 144.781 -7.95942 -4.73622 1432207457
147.995 145.622 -7.95887 -4.80977 1432207457
148.075 147.27 -7.95549 -4.98547 1432207457
168.757 188.446 1.99356 -16.4109 1432207457
84.1546 172.117 -36.9434 -10.0677 1432207457
161.901 120.367 0 0 1432207466
164.488 188.565 2.68891 -16.6281 1432207466
89.8441 47.1891 -30.309 22.7357 1432207466
169.042 127.357 0 0 1432207470
116.883 125.777 -22.6458 0.0670813 1432207470
157.442 112.826 0 0 1432207477
164.333 95.7551 3.34275 4.25627 1432207477
169.62 173.612 6.03166 -12.3724 1432207477
75.1164 65.2041 -40.3419 10.9318 1432207477
175.922 153.593 8.64853 -8.61091 1432207477
162.984 121.427 0 0 1432207481
144.743 109.833 -8.22669 2.32331 1432207481
147.612 111.508 -6.98963 2.60476 1432207481
152.118 106.89 0 0 1432207487
165.657 166.132 6.23697 -11.9361 1432207487
117.954 196.417 -15.4057 -27.3264 1432207487
77.2537 147.55 -36.3461 -8.32176 1432207487
157.976 130.746 0 0 1432207492
146.344 91.4518 -4.71683 8.72253 1432207492
168.057 106.816 0 0 1432207496
171.03 104.567 1.14486 0.464118 1432207496
186.626 102.977 8.09676 1.1789 1432207496
175.361 120.98 0 0 1432207501
176.595 121.522 1.15295 0.457065 1432207501
88.3469 147.162 -35.7565 -4.99133 1432207501
158.368 122.134 0 0 1432207508
72.8821 45.9301 -41.8385 20.8557 1432207508
174.155 114.599 0 0 1432207513
121.167 180.738 -21.636 -15.1703 1432207513
155.523 125.247 0 0 1432207519
137.345 150.883 -7.09341 -4.76906 1432207519
74.4215 189.323 -40.5798 -15.392 1432207519
154.741 168.585 0.36406 -9.20249 1432207519
165.46 129.667 0 0 1432207526
82.8368 157.833 -36.9466 -5.60573 1432207526
107.603 151.304 -24.9443 -4.52103 1432207526
167.709 131.649 0 0 1432207532
84.2491 164.424 -36.936 -5.58579 1432207532
84.856 196.056 -39.9403 -18.9589 1432207532
168.678 131.839 0 0 1432207538
99.5972 92.1043 -29.3376 9.12599 1432207538
151.26 106.23 -7.48848 5.83346 1432207538
153.231 104.33 -6.34936 6.28639 1432207538
80.3905 106.02 -41.2881 6.13118 1432207538
163.854 122.444 0 0 1432207542
96.5393 140.171 -28.2217 -3.97158 1432207542
150.734 110.986 0 0 1432207547
75.9341 139.603 -36.8752 -5.47711 1432207547
169.532 120.434 0 0 1432207553
119.118 150.93 -21.6624 -6.71478 1432207553
180.547 134.575 4.54553 -3.2792 1432207553
180.005 195.749 7.23444 -19.9077 1432207553
91.6903 78.8467 -32.7636 8.58219 1432207553
170.137 116.362 0 0 1432207562
178.201 119.967 3.70108 -1.63445 1432207562
97.4175 55.814 -29.6676 15.0076 1432207562
186.405 187.933 8.4394 -24.9275 1432207562
160.068 108.57 0 0 1432207566
80.0557 134.495 -36.8809 -5.50765 1432207566
163.046 113.16 0 0 1432207572
177.583 114.014 7.04785 0.743302 1432207572
162.731 125.277 0 0 1432207577
150.942 88.3591 -4.72186 8.76898 1432207577
157.398 110.019 0 0 1432207581
126.561 117.892 -13.4599 -1.98447 1432207581
159.185 117.716 0 0 1432207589
174.836 152.717 7.35937 -7.05388 1432207589
151.046 193.668 -2.12678 -25.2449 1432207589
151.903 51.235 -2.12667 17.1828 1432207589
153.286 108.291 0 0 1432207596
139.312 46.0903 -5.8892 17.8665 1432207596
92.775 192.045 -27.8857 -26.5046 1432207596
167.151 109.177 0 0 1432207601
168.987 104.974 1.14038 0.471249 1432207601
89.5897 48.2133 -32.2234 16.9115 1432207601
156.431 107.212 0 0 1432207612
72.2967 172.559 -42.2932 -13.2242 1432207612
149.352 124.37 0 0 1432207617
74.6981 153.409 -36.9419 -5.56174 1432207617
157.103 124.403 0 0 1432207622
159.153 191.687 2.6889 -16.6304 1432207622
83.3776 195.041 -36.2498 -23.9456 1432207622
170.597 128.344 0 0 1432207629
80.9323 102.792 -41.53 6.29232 1432207629
142.338 178.976 -11.549 -9.57031 1432207629
111 197 -33.5407 -18.0046 1432207629
173.903 126.861 0 0 1432207635
142.716 171.388 -12.502 -8.69972 1432207635
94.0615 193.051 -34.4858 -20.0887 1432207635
161.007 129.694 0 0 1432207638
153.032 106.054 0 0 1432207643
166.578 160.088 6.23697 -11.9348 1432207643
85.9593 54.6067 -29.7601 13.6764 1432207643
171.58 120.239 0 0 1432207653
153.903 144.733 -7.09554 -4.88476 1432207653
82.6386 190.284 -44.6131 -23.8059 1432207653
152.432 140.663 -7.78002 -4.08154 1432207653
157.578 195.574 -5.0911 -20.71 1432207653
136.859 80.5972 -14.63 8.2933 1432207653
124 197 -29.6183 -20.7595 1432207653
92.0947 44.2316 -35.6147 21.6305 1432207653
156.787 119.574 0 0 1432207659
183.235 106.521 11.3994 3.39214 1432207659
153.433 196.733 7.52994 -20.7256 1432207659
151.007 83.7723 -2.00411 8.06495 1432207659
158.354 112.937 0 0 1432207669
174.324 110.872 7.02912 0.956018 1432207669
120.959 181.705 -14.6121 -14.4043 1432207669
156.121 190.594 -23.4859 -26.1183 1432207669
165.215 133.139 0 0 1432207676
168.012 194.169 2.68843 -16.5512 1432207676
148.377 75.9448 -6.85027 12.418 1432207676
175.884 186.309 6.21795 -12.8832 1432207676
122.057 49.0418 -18.7792 27.4838 1432207676
164.225 131.69 0 0 1432207684
130.533 57.0115 -13.4082 18.202 1432207684
161.422 143.62 -1.04139 -1.70629 1432207684
165.252 138.676 0.100768 -1.24651 1432207684
167.946 136.328 1.26586 -0.762666 1432207684
171.092 134.008 2.40732 -0.316835 1432207684
171.598 135.273 3.54694 0.125376 1432207684
86.7276 160.807 -33.3538 -5.24955 1432207684
159.453 110.754 0 0 1432207689
175.17 108.794 7.02917 0.957538 1432207689
186.875 193.24 14.0766 -20.2787 1432207689
152.518 122.044 0 0 1432207692
172.11 120.891 0 0 1432207701
85.7556 179.672 -37.7816 -12.1965 1432207701
168.554 122.035 0 0 1432207705
139.433 96.7258 -12.2244 5.85487 1432207705
156.66 111.518 0 0 1432207715
154.358 96.5101 -0.655936 3.82413 1432207715
168.192 157.103 5.58217 -8.19882 1432207715
171.856 189.68 8.27086 -24.7908 1432207715
158.119 46.6559 0.931001 21.3798 1432207715
167.909 134.262 4.09972 -4.41638 1432207715
168.747 135.772 5.25378 -4.89805 1432207715
168.964 138.98 5.44819 -5.87243 1432207715
79.5307 112.4 -36.0699 0.394423 1432207715
77.6338 196.366 -40.0646 -22.0206 1432207715
171.872 122.938 0 0 1432207722
187.249 118.78 7.02878 0.964455 1432207722
78.8127 123.764 -42.3747 0.767125 1432207722
174.566 124.95 0 0 1432207730
175.868 127.07 1.14059 0.446454 1432207730
78.5926 195.432 -45.2341 -22.88 1432207730
77.9197 49.6393 -48.2262 25.3929 1432207730
168.386 133.267 0 0 1432207735
174.007 132.439 2.6399 0.00615965 1432207735
175.987 128.983 3.78045 0.465937 1432207735
105.537 65.1974 -25.6316 14.9539 1432207735
165.802 117.621 0 0 1432207740
105.239 50.5793 -24.9854 17.7998 1432207740
163.396 116.062 0 0 1432207746
170.275 97.4282 3.34561 4.28851 1432207746
141.98 191.001 -7.89286 -17.4643 1432207746
165.243 196.514 2.09228 -24.7784 1432207746
158.689 127.717 0 0 1432207750
90.4293 146.459 -28.2235 -3.9469 1432207750
166.483 120.037 0 0 1432207756
168.937 188.81 2.68891 -16.6281 1432207756
134.44 44.6543 -14.3089 22.7417 1432207756
172.965 111.346 0 0 1432207761
186.51 109.52 7.05078 0.971654 1432207761
95.381 165.968 -30.7075 -10.7364 1432207761
164.442 125.758 0 0 1432207765
112.695 155.702 -21.6459 -6.55785 1432207765
170.313 109.959 0 0 1432207771
74.8955 74.9777 -46.3098 6.99605 1432207771
83.2289 52.1581 -42.3071 22.3091 1432207771
162.082 111.433 0 0 1432207776
159.801 95.413 -0.655939 3.8237 1432207776
175.965 195.107 7.60237 -21.1521 1432207776
157.64 107.145 0 0 1432207782
171.137 166.632 6.23747 -11.9624 1432207782
178.339 191.703 11.234 -27.2423 1432207782
165.316 121.346 0 0 1432207791
177.208 179.04 6.23142 -12.1133 1432207791
173.248 122.84 0 0 1432207796
81.2594 181.219 -42.3009 -13.2526 1432207796
157.832 124.145 0 0 1432207804
180.569 196.025 13.3941 -18.3645 1432207804
169.56 120.047 0 0 1432207810
117.538 151.3 -21.6365 -6.52583 1432207810
166.103 113.369 0 0 1432207814
181.993 110.321 6.98068 0.830464 1432207814
158.015 112.443 0 0 1432207820
173.511 110.706 7.05078 0.970884 1432207820
76.6134 180.095 -35.2564 -12.4564 1432207820
141.397 202.294 -7.26882 -25.7558 1432207820
171.914 116.368 0 0 1432207824
176 121.118 3.56388 -1.57677 1432207824
165.061 112.563 0 0 1432207829
111.677 184.468 -21.6294 -15.0865 1432207829
169.369 114.539 0 0 1432207834
184.226 125.737 6.42682 -3.02395 1432207834
83.5875 45.164 -35.4134 17.8362 1432207834
155.236 124.747 0 0 1432207838
77.7665 177.552 -33.4687 -10.4182 1432207838
166.268 127.359 0 0 1432207844
137.085 100.824 -12.2288 5.94291 1432207844
96.226 197.86 -29.2264 -16.6912 1432207844
95.7819 197.12 -29.2229 -16.4776 1432207844
165.525 114.594 0 0 1432207850
178.283 167.493 6.23747 -11.9601 1432207850
83.5208 47.5122 -33.7822 16.5189 1432207850
168.08 128.042 0 0 1432207855
173.717 130.924 2.72876 -0.00979892 1432207855
143.173 169.233 -9.77038 -8.5402 1432207855
153.477 108.183 0 0 1432207859
77.3339 110.113 -34.9917 -0.119505 1432207859
164.807 133.105 0 0 1432207864
170.512 134.079 2.60851 -0.0139735 1432207864
142.229 197.14 -8.38895 -21.3301 1432207864
166.393 129.318 0 0 1432207869
175.215 126.897 4.12587 0.571363 1432207869
90.5989 128.971 -30.9103 0.636816 1432207869
161.748 117.319 0 0 1432207875
158.904 100.305 -0.657383 3.88419 1432207875
96.2946 103.019 -27.2527 3.87919 1432207875
75.2302 194.031 -43.246 -24.4375 1432207875
159.609 121.08 0 0 1432207880
170.145 146.887 5.10803 -4.75754 1432207880
101.273 198.99 -24.3078 -19.2573 1432207880
165.542 134.748 0 0 1432207885
168.046 137.463 0.201494 -1.02401 1432207885
173.79 137.451 2.87805 -1.02769 1432207885
177.561 133.388 5.44951 -1.00701 1432207885
108.846 96.1349 -23.8631 7.95379 1432207885
163.853 133.41 0 0 1432207892
156.016 58.8666 -2.68891 16.6278 1432207892
93.3189 184.428 -29.1753 -9.49258 1432207892
123.235 187.959 -16.242 -11.3103 1432207892
123.165 187.776 -16.2419 -11.2707 1432207892
123.338 185.644 -16.2349 -10.9685 1432207892
167.169 125.141 0 0 1432207896
115.766 95.6724 -21.6595 6.69171 1432207896
163.549 114.827 0 0 1432207901
141.4 37.3 -13.9966 24.3289 1432207901
166.289 132.838 0 0 1432207911
171.557 132.047 2.57223 0.0157857 1432207911
127.617 73.0282 -15.845 12.879 1432207911
171.945 126.741 0 0 1432207915
176.661 125.465 2.49551 0.123222 1432207915
154.991 110.473 0 0 1432207920
73.4291 139.008 -36.936 -5.58547 1432207920
130.5 203 -19.9347 -26.9056 1432207920
165.957 105.637 0 0 1432207925
164.933 104.764 1.15116 0.466894 1432207925
104.49 105.638 -25.3632 0.327023 1432207925
153.664 126.865 0 0 1432207929
136.356 146.737 -7.07182 -4.56001 1432207929
168.346 115.46 0 0 1432207934
181.217 124.499 6.42672 -3.02366 1432207934
78.1813 98.5655 -39.727 3.703 1432207934
161.584 132.636 0 0 1432207939
161.84 137.719 0.198485 -1.0351 1432207939
123.24 186.282 -15.208 -11.7305 1432207939
151.48 109.17 0 0 1432207944
120.943 117.77 -13.4253 -1.99456 1432207944
166.025 120.654 0 0 1432207948
137.128 96.4637 -12.2153 5.79793 1432207948
163.868 110.294 0 0 1432207956
178.377 105.831 7.02902 0.972886 1432207956
141.389 74.2048 -8.30432 8.25422 1432207956
165.196 114.098 0 0 1432207961
172.366 100.491 3.3186 4.01913 1432207961
153.242 121.441 0 0 1432207965
72.6579 147.711 -36.8882 -5.43876 1432207965
163.522 130.61 0 0 1432207970
102.734 165.613 -25.4019 -7.74757 1432207970
168.155 133.389 0 0 1432207974
150.499 153.913 -7.08905 -4.59496 1432207974
160.375 112.211 0 0 1432207979
158.136 98.9909 -0.653002 3.59123 1432207979
144.473 117.331 0 0 1432207985
68.2336 149.986 -36.936 -5.5842 1432207985
112.967 202.511 -16.9365 -24.9732 1432207985
171.128 111.936 0 0 1432207990
184.405 110.023 6.95542 0.83577 1432207990
163.961 116.958 0 0 1432207994
160.774 100.177 -0.655996 3.82487 1432207994
130.357 109.376 -14.126 1.73558 1432207994
173.56 128.345 0 0 1432208000
112.16 165.417 -25.406 -7.86886 1432208000
122.566 38.3182 -23.4036 26.5126 1432208000
159.484 122.995 0 0 1432208004
71.1281 95.3176 -41.4812 6.16394 1432208004
162.655 118.101 0 0 1432208012
177.607 114.076 7.02896 0.964458 1432208012
70.9216 115.689 -42.3754 0.782911 1432208012
160.146 126.56 0 0 1432208017
108.594 97.1105 -21.6625 6.71558 1432208017
149.034 198.492 -3.66407 -22.5584 1432208017
173.992 123.572 0 0 1432208022
176.053 122.513 1.15247 0.45957 1432208022
146.159 128.178 -12.2642 -1.31145 1432208022
172.663 113.589 0 0 1432208027
78.6787 199.765 -41.8391 -20.8464 1432208027
168.583 109.522 0 0 1432208033
151.233 133.661 -7.0995 -4.80401 1432208033
133.909 157.139 -14.1856 -9.53648 1432208033
144.992 200.306 -9.18667 -24.8192 1432208033
166.667 129.561 0 0 1432208038
95.766 62.2793 -29.4066 14.4343 1432208038
156.443 112.02 0 0 1432208043
153.971 97.7042 -0.656641 3.85191 1432208043
67.3449 162.368 -42.9142 -9.34235 1432208043
161.338 110.854 0 0 1432208048
158.741 90.1992 -0.656627 3.85881 1432208048
90.8427 37.6067 -34.0193 20.2883 1432208048
148.526 109.726 0 0 1432208052
118.849 117.688 -13.4499 -1.99031 1432208052
161.815 114.592 0 0 1432208058
159.519 100.498 -0.657185 3.8818 1432208058
106.992 176.022 -22.2967 -11.4456 1432208058
111.885 202.712 -27.2907 -23.7844 1432208058
170.66 110.3 0 0 1432208064
178.266 116.41 3.70111 -1.64204 1432208064
166.289 198.727 0.431083 -21.8758 1432208064
157.558 105.04 0 0 1432208068
158.254 103.742 1.1516 0.466864 1432208068
100.005 107.292 -25.3286 0.284381 1432208068
167.5 128.806 0 0 1432208076
129.762 192.608 -14.7896 -14.6368 1432208076
169.008 129.425 0 0 1432208081
98.2847 62.7781 -29.4051 14.4173 1432208081
151.584 125.982 0 0 1432208085
134.039 147.035 -7.08681 -4.66913 1432208085
163.657 109.025 0 0 1432208090
143.67 196.413 -7.04884 -21.3033 1432208090
158.646 112.505 0 0 1432208095
142.673 44.5985 -5.88846 17.6621 1432208095
158.415 115.692 0 0 1432208100
171.156 168.48 6.23458 -11.7569 1432208100
163.64 123.779 0 0 1432208105
72.6239 183.656 -42.2768 -13.0685 1432208105
172.921 120.954 0 0 1432208110
179.325 123.673 2.73739 -0.137547 1432208110
189.104 135.62 7.33874 -3.20561 1432208110
105.594 136.61 -27.6535 -3.0206 1432208110
171.906 126.439 0 0 1432208116
