inpX inpY inpRad outpX outpY outpRad lnkUsg
116.71 35.04 12.6 -23.35 23.35 5.3 0
95.47 166.88 11 -33.5 -10.88 5.5 2
142.27 154.79 7 -7.13 -5.18 3.3 -1
128.85 24.14 13.1 -10.88 33.5 5.5 0
69.35 185.85 14.2 -42.33 -13.75 6.3 0
103.4 161.11 10.1 -25.45 -8.26 4.8 0
103.4 161.11 10.1 -29.38 -9.54 5.2 0
128.85 24.14 13.1 -8.26 25.45 4.8 0
160 163.15 7.4 3.72 -11.47 3.6 0
152.59 166.77 7.8 -1.63 -10.29 3.4 0
152.59 166.77 7.8 3.72 -11.47 3.6 0
111.71 25.24 13.6 -20.7 28.49 5.5 0
144.03 169.13 8.3 -6.24 -12.25 3.7 2
94.14 29.35 14.2 -36.01 26.16 6.3 0
76.65 36.65 14.7 -44.24 32.14 7.1 0
54.98 173.5 14.7 -37.81 -12.28 5.9 1
111.71 25.24 13.6 -29.77 29.77 6.1 0
178.72 177.62 9.1 7.83 -15.36 4 -1
178.72 177.62 9.1 11.2 -15.42 4.2 2
160 29.97 12 0 26.76 4.8 0
94.14 29.35 14.2 -33.21 33.21 6.5 0
124.38 169.02 9.1 -15.42 -11.2 4.2 1
124.38 169.02 9.1 -15.36 -7.83 4 0
78.46 179.23 13.1 -37.81 -12.28 5.9 1
187.32 120 5.8 8.81 0 3.3 4
195.04 120 6.6 13.58 2.15 3.7 0
195.04 120 6.6 12.06 0 3.6 1
102.37 101.27 9.1 -32.619 5.16 5.3 1
173.27 36.21 11.5 3.27 20.66 4.3 0
136.69 116.3 5.5 -5.72 0 3 0
135.35 195.85 11 -14.79 -14.79 4.3 1
116.71 35.04 12.6 -20.7 28.49 5.5 0
132.17 34.37 12 -11.24 22.06 4.6 0
174.91 25.82 12.6 18.15 24.99 5.2 0
138.49 162.19 7.8 -12.52 -9.09 3.9 0
138.49 162.19 7.8 -9.72 -9.72 3.7 0
143.31 103.31 5.5 -9.28 4.73 3.4 1
53.44 154.62 14.2 -46.39 -7.34 6.5 1
68.14 28.14 15.9 -40.03 29.08 6.7 0
149.17 153.33 6.6 2.72 -8.38 3.3 0
153.89 158.57 7 -2.72 -8.38 3.3 0
153.89 158.57 7 2.72 -8.38 3.3 0
170.2 184.41 9.6 2.15 -13.58 3.7 0
188.35 99.4 6.6 8.38 2.72 3.3 0
75.04 163.28 12.6 -37 -5.86 5.7 1
184.64 44.14 11 9.49 18.63 4.3 0
125.08 145.36 7.4 -14.72 -4.78 3.9 0
132.17 34.37 12 -8.26 25.45 4.8 0
132.17 34.37 12 -9.54 29.38 5.2 0
107.11 172.88 10.5 -22.06 -11.24 4.6 0
164.87 150.75 6.2 3.29 -6.46 3.2 0
59.83 47.22 15.3 -47.06 15.29 6.7 0
185.45 169.96 8.7 12.19 -12.19 4 2
171.61 108.38 4.7 2.65 0.86 2.8 0
185.45 169.96 8.7 9.09 -12.52 3.9 0
90.04 119.99 10.1 -35.22 0 5.5 0
171.7 46.12 10.5 10.88 33.5 5.5 0
93.35 153.95 10.5 -37 -5.86 5.7 1
102.37 138.72 9.1 -25.45 -8.26 4.8 0
84.41 158.51 11.5 -33.5 -10.88 5.5 0
54.96 136.63 13.6 -46.39 -7.34 6.5 0
94.14 29.35 14.2 -26.49 26.49 5.7 0
107.08 47.16 12 -21.65 15.73 4.8 0
120.34 159.65 8.7 -18.63 -9.49 4.3 0
120.34 159.65 8.7 -15.42 -11.2 4.2 0
100.76 201.53 13.1 -29.43 -14.99 5.3 1
173.27 36.21 11.5 5.16 32.619 5.3 0
146.72 36.21 11.5 -5.16 32.619 5.3 0
