Timestamp, Week, ExperimentPhase, isFixated, isHandOpen, ReachTriggered, CurrArm, ReachStatus, ReachDist, X, Y, Z, GlobExcitation, RetinaEx, FovEx, ArmEx, HandEx, EyeEx
1432314631, 16, 0, 0, 0, 0, r, reaching, 0.0114216, -0.196086, 0.126616, 0.385335, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314632, 16, 0, 0, 0, 1, l, reaching, 0.010734, -0.19342, 0.125288, 0.387162, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314634, 16, 0, 0, 0, 0, l, reaching, 0.149197, -0.233888, -0.23195, 0.333573, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314684, 16, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314686, 16, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314698, 16, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314700, 16, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314702, 16, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314704, 16, 2, 0, 1, 1, l, reaching, 0.197622, -0.172241, -0.248972, 0.383696, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314712, 16, 2, 0, 1, 0, l, complete, 0.141744, -0.300082, -0.122034, 0.320403, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314725, 16, 2, 1, 1, 0, l, waiting, 0.141744, -0.300082, -0.122034, 0.320403, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314727, 16, 2, 1, 1, 1, l, reaching, 0.16197, -0.331252, -0.113458, 0.231899, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314728, 16, 2, 1, 1, 0, l, complete, 0.163574, -0.330408, -0.116397, 0.229428, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314732, 16, 2, 1, 1, 0, l, waiting, 0.163574, -0.330408, -0.116397, 0.229428, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314734, 16, 2, 1, 1, 1, l, reaching, 0.177488, -0.334417, -0.132353, 0.221689, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314735, 16, 2, 0, 1, 0, l, complete, 0.179713, -0.335327, -0.125122, 0.210131, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314744, 16, 2, 0, 1, 0, l, waiting, 0.179713, -0.335327, -0.125122, 0.210131, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
1432314745, 16, 2, 0, 1, 0, l, waiting, 0.179713, -0.335327, -0.125122, 0.210131, 0.564257, 0.5, 0.425, 0.285285, 0.671, 0.94, 
