retX retY motX motY time
157.644 142.051 0 -8.80978 1431519663
174.039 125.084 0 0 1431519670
251.728 84.2565 22.0707 11.24 1431519670
151.803 130.879 0 0 1431519676
80.1089 107.819 -24.4673 3.86983 1431519676
158.156 108.148 0 0 1431519680
179.46 176.951 5.9012 -18.1199 1431519680
148.506 116.904 0 0 1431519686
104.516 107.937 -13.5905 2.15031 1431519686
72.0298 132.507 -40.6215 -7.84941 1431519686
161.844 125.992 0 0 1431519690
157.464 43.2634 0.00340913 22.8092 1431519690
162.414 129.553 0 0 1431519695
145.902 127.606 -4.19493 0.660368 1431519695
62 61 -29.2026 18.8104 1431519695
154.795 116.278 0 0 1431519700
152.867 101.064 -0.668189 4.18995 1431519700
216.677 91.5404 16.374 6.8799 1431519700
151.053 106.949 0 0 1431519708
163.84 198.42 3.86936 -24.4601 1431519708
167.14 112.913 0 0 1431519713
64.2581 137.944 -33.5203 -10.8796 1431519713
152.697 116.49 0 0 1431519716
147.063 125 0 0 1431519725
235.039 41.7318 23.3542 23.3498 1431519725
159.566 104.961 0 0 1431519729
200.493 127.551 12.2626 -6.23782 1431519729
166.289 113.994 0 0 1431519735
141.839 160.238 -6.24893 -12.2488 1431519735
169.516 115.779 0 0 1431519745
190.301 184.002 5.89098 -18.1199 1431519745
70.6383 119.128 -39.1436 -6.11984 1431519745
155.841 118.409 0 0 1431519750
141.951 111.297 -3.77732 1.91982 1431519750
139.621 62.5949 -5.93359 15.4994 1431519750
160.897 121.379 0 0 1431519754
122.808 127.172 -10.2939 -1.62988 1431519754
161.261 121.077 0 0 1431519758
109.076 79.9239 -15.4399 11.1997 1431519758
164.26 114.333 0 0 1431519763
193.868 59.4815 7.841 15.3604 1431519763
160.034 117.704 0 0 1431519767
148.981 100.762 -3.36481 4.62989 1431519767
109.398 23.9432 -19.0996 26.2803 1431519767
161.958 110.074 0 0 1431519773
167.933 105.95 1.21876 0.61738 1431519773
171.035 105.429 2.45116 1.24208 1431519773
121.055 97.0394 -11.1393 3.3933 1431519773
83.906 79.9145 -27.1588 3.3933 1431519773
151.166 118.688 0 0 1431519781
189.762 113.149 10.299 1.62988 1431519781
133.479 80.4014 -5.70177 49.63 1431519781
159.058 120.941 0 0 1431519786
185.902 116.837 7.1711 1.12958 1431519786
77.7809 148.498 -26.3372 -9.75003 1431519786
166.343 111.469 0 0 1431519791
122.131 32.5882 -11.2569 22.0601 1431519791
150.24 109.065 0 0 1431519796
149.952 142.627 -0.00170456 -8.80978 1431519796
85.9163 106.467 -38.0203 0.190244 1431519796
159.219 110.759 0 0 1431519801
68.4375 143.646 -25.4713 -8.25917 1431519801
161.685 116.493 0 0 1431519806
105.362 116.179 -15.4843 0 1431519806
153.201 118.152 0 0 1431519810
119.047 62.3037 -11.2177 15.4199 1431519810
162.443 107.824 0 0 1431519815
167.018 105.164 1.22217 0.621038 1431519815
64.7391 127.594 -32.2913 -10.2586 1431519815
160.156 119.958 0 0 1431519821
184.676 107.557 6.46882 3.28903 1431519821
89.9672 176.885 -18.5235 -14.861 1431519821
149.476 112.32 0 0 1431519827
166.424 99.9984 4.63471 3.36038 1431519827
93.2064 181.476 -18.7229 -19.9894 1431519827
103.787 160.435 -39.7436 -12.9915 1431519827
167.193 113.932 0 0 1431519833
244.69 73.5722 22.069 11.24 1431519833
142.562 46.1459 -8.93703 34.2403 1431519833
145.693 48.5573 -7.95009 18.2406 1431519833
152.961 120.633 0 0 1431519837
134.851 101.985 -5.14779 5.12928 1431519837
166.783 113.172 0 0 1431519843
231.892 25.0299 18.1621 24.9897 1431519843
167.215 118.12 0 0 1431519848
72.2903 151.161 -25.4594 -8.26009 1431519848
148.925 119.017 0 0 1431519853
186.416 112.972 10.299 1.6308 1431519853
84.8044 87.0089 -22.3349 6.79026 1431519853
152.925 118.637 0 0 1431519857
148.856 69.641 -2.15457 13.5796 1431519857
148.156 125.91 0 0 1431519863
92.2511 171.611 -18.4707 -13.4104 1431519863
83.3977 204.398 -23.4719 -25.4095 1431519863
83.2421 204.568 -23.4719 -25.4104 1431519863
83.6282 204.205 -23.4684 -25.4123 1431519863
159.11 122.833 0 0 1431519867
158.42 101.676 -0.00170456 5.71922 1431519867
81.0769 23.3077 -23.3628 29.069 1431519867
170.341 120.543 0 0 1431519875
126.055 64.4195 -11.2092 15.4199 1431519875
142.07 152.295 -7.2069 -8.58021 1431519875
142.065 152.112 -7.2069 -8.58021 1431519875
141.975 152.181 -7.20008 -8.58021 1431519875
123.149 46.5314 -12.2115 20.4193 1431519875
123.081 46.9676 -12.2115 20.4193 1431519875
123.123 46.9777 -12.2132 20.4193 1431519875
159.508 129.892 0 0 1431519879
172.963 219.809 4.49494 -28.4388 1431519879
166.911 116.505 0 0 1431519884
234.943 28.2184 18.1536 24.9897 1431519884
154.955 116.82 0 0 1431519889
152.555 100.899 -0.64603 4.18904 1431519889
77.5864 134.568 -26.3134 -8.88112 1431519889
155.479 126.958 0 0 1431519894
82.1003 105.775 -24.4758 3.86891 1431519894
148.71 114.2 0 0 1431519899
166.736 102.184 4.63812 3.36038 1431519899
280.267 41.2733 38.034 20.3708 1431519899
161.697 120.818 0 0 1431519905
157.393 93.4451 -1.1199 7.15978 1431519905
158.661 110.702 0 0 1431519909
172.488 154.44 3.71936 -11.4695 1431519909
151.023 109.191 0 0 1431519914
231.66 83.6904 21.7093 7.05094 1431519914
169.021 123.948 0 0 1431519919
157.561 119.48 0 0 1431519924
146.426 108.009 -2.99492 2.99086 1431519924
73.8649 161.87 -28.0077 -15.1592 1431519924
173.321 119.559 0 0 1431519930
180.877 133.463 1.92957 -3.76739 1431519930
158.227 119.817 0 0 1431519935
150.443 104.819 -1.92616 3.77013 1431519935
172.725 173.432 3.96652 -14.3497 1431519935
105.492 36.123 -15.1604 23.1705 1431519935
155.732 116.146 0 0 1431519940
145.235 105.49 -2.99662 2.98995 1431519940
216.988 20.7381 15.1519 27.9797 1431519940
154.12 112.308 0 0 1431519944
149.216 85.4286 -1.11819 7.15978 1431519944
160.203 121.572 0 0 1431519948
153.517 159.955 -1.63638 -10.2888 1431519948
162.802 114.948 0 0 1431519953
156.944 153.742 -1.62786 -10.2897 1431519953
194.218 219.665 9.61545 -32.3498 1431519953
162.787 105.293 0 0 1431519959
208.9 128.996 12.2643 -6.23965 1431519959
73.5226 139.101 -29.3407 -12.8196 1431519959
149.826 214.38 -3.3222 -31.8193 1431519959
155.367 113.118 0 0 1431519964
141.071 120.444 -3.77732 -1.91982 1431519964
74.75 26.25 -24.4878 26.5702 1431519964
165.142 116.965 0 0 1431519969
164.857 95.6396 0 5.72014 1431519969
117.039 203.893 -14.9916 -23.7101 1431519969
153.885 113.215 0 0 1431519974
105.376 104.98 -13.5973 2.15031 1431519974
160.951 119.553 0 0 1431519978
247.366 105.759 24.4707 3.86983 1431519978
154.796 112.951 0 0 1431519982
140.174 119.932 -3.7705 -1.91525 1431519982
161.255 121.913 0 0 1431519988
134.884 125.633 -7.1694 -1.12866 1431519988
108.521 58.3041 -16.6672 17.5016 1431519988
105.301 44.9699 -18.6701 50.5017 1431519988
155.467 112.175 0 0 1431519992
144.888 101.927 -2.99662 2.98812 1431519992
167.976 124.266 0 0 1431519997
291.811 54.4054 37.5294 19.1104 1431519997
171.02 118.346 0 0 1431520002
152.328 214.471 -4.50005 -28.4397 1431520002
166.386 111.715 0 0 1431520006
122.426 32.4255 -11.2518 22.0592 1431520006
154.812 109.772 0 0 1431520014
182.455 90.9765 7.15065 5.17776 1431520014
253.176 20.4118 28.1475 26.1769 1431520014
253.544 20.3676 28.1509 26.1769 1431520014
189.899 98.404 9.12113 3.17745 1431520014
163.182 114.246 0 0 1431520019
143.765 133.704 -5.13926 -5.1302 1431520019
148.34 131.467 -3.91539 -4.51007 1431520019
107.701 96.4994 -16.4422 4.57867 1431520019
147.957 115.956 0 0 1431520024
61.9 153.1 -29.4481 -14.99 1431520024
163.142 113.132 0 0 1431520029
143.567 132.302 -5.14438 -5.12928 1431520029
175.378 110.827 1.99605 0.0484758 1431520029
175.405 110.935 3.2097 0.670429 1431520029
82.7603 161.769 -22.4679 -12.3979 1431520029
167.828 114.877 0 0 1431520034
156.138 98.0381 -3.36822 4.62989 1431520034
174.935 121.732 0 0 1431520038
82.8761 110.044 -24.4656 3.86891 1431520038
157.364 130.415 0 0 1431520042
184.905 125.924 7.17622 1.13049 1431520042
151.76 108.445 0 0 1431520047
64.3425 147.027 -29.4498 -14.99 1431520047
169.427 111.768 0 0 1431520052
190.54 180.192 5.90461 -18.1217 1431520052
147.673 112.081 0 0 1431520059
164.625 99.8574 4.63642 3.36038 1431520059
108.346 141.601 -10.7916 -7.83935 1431520059
81.3763 121.078 -35.2726 -3.96952 1431520059
136.154 152.448 -2.89265 -10.6189 1431520059
77 221.375 -26.2656 -33.9687 1431520059
159.85 129.903 0 0 1431520065
144.344 127.289 -4.19493 0.659453 1431520065
59.1786 165.321 -33.6311 -14.3305 1431520065
91.4669 104.356 -37.647 5.66892 1431520065
150.136 121.985 0 0 1431520069
104.5 225 -17.0235 -33.3797 1431520069
152.995 115.049 0 0 1431520074
123.014 105.092 -8.4001 2.72013 1431520074
163.679 121.26 0 0 1431520078
188.764 133.625 6.46541 -3.28903 1431520078
156.55 116.923 0 0 1431520083
154.695 100.976 -0.666485 4.18995 1431520083
153.07 115.423 0 0 1431520087
123.088 105.034 -8.4018 2.72013 1431520087
147.861 112.801 0 0 1431520092
172.273 93.3407 7.14383 5.17959 1431520092
152.282 112.787 0 0 1431520096
108.187 104.082 -13.6024 2.15031 1431520096
153.895 119.878 0 0 1431520099
146.842 127.856 0 0 1431520104
173.929 109.109 7.1336 5.1805 1431520104
**************END**************
