Timestamp, Week, ExperimentPhase, isFixated, isHandOpen, ReachTriggered, CurrArm, ReachStatus, ReachDist, X, Y, Z, GlobExcitation, RetinaEx, FovEx, ArmEx, HandEx, EyeEx
1432293854, 4, 1, 0, 1, 1, l, reaching, 0.171306, -0.193393, -0.232218, 0.367112, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293859, 4, 1, 0, 1, 0, l, complete, 0.0871113, -0.283184, -0.251879, 0.244139, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293859, 4, 1, 0, 0, 1, r, complete, 0.0871113, -0.283184, -0.251879, 0.244139, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293859, 4, 1, 0, 0, 0, r, complete, 0.0871113, -0.283184, -0.251879, 0.244139, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293866, 4, 1, 0, 0, 0, b, waiting, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293867, 4, 1, 0, 1, 1, r, reaching, 0.299379, -0.137384, 0.229435, 0.397974, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293870, 4, 1, 0, 1, 0, r, reaching, 0.23027, -0.176972, 0.186947, 0.357704, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293870, 4, 1, 0, 0, 1, l, reaching, 0.23027, -0.176972, 0.186947, 0.357704, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293872, 4, 1, 0, 0, 0, l, reaching, 0.113595, -0.242629, -0.219703, 0.321384, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293874, 4, 1, 0, 1, 1, l, reaching, 0.0846825, -0.28735, -0.220949, 0.250989, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293878, 4, 1, 0, 1, 0, l, complete, 0.0897449, -0.281454, -0.252989, 0.24215, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293878, 4, 1, 0, 0, 1, l, complete, 0.0897449, -0.281454, -0.252989, 0.24215, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293878, 4, 1, 0, 0, 0, l, complete, 0.0897449, -0.281454, -0.252989, 0.24215, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293883, 4, 1, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293883, 4, 1, 0, 0, 1, l, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293884, 4, 1, 0, 0, 0, l, reaching, 0.15926, -0.203104, -0.229595, 0.358043, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293886, 4, 1, 0, 1, 1, r, reaching, 0.301545, -0.134825, 0.229284, 0.39919, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293889, 4, 1, 0, 1, 0, r, reaching, 0.211534, -0.185707, 0.174591, 0.343601, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293889, 4, 1, 0, 0, 1, l, reaching, 0.211534, -0.185707, 0.174591, 0.343601, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293894, 4, 1, 0, 0, 0, l, complete, 0.0893211, -0.281641, -0.25044, 0.24251, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293896, 4, 1, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293896, 4, 1, 0, 0, 1, l, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293903, 4, 1, 0, 0, 0, l, reaching, 0.0910522, -0.280561, -0.253225, 0.241192, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293905, 4, 1, 0, 1, 1, l, reaching, 0.09193, -0.280766, -0.253554, 0.239625, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293906, 4, 1, 0, 1, 0, l, complete, 0.0904938, -0.281084, -0.253165, 0.241437, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293919, 4, 1, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293926, 4, 0, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293932, 4, 0, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293932, 4, 0, 0, 0, 1, r, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293939, 4, 0, 0, 0, 0, r, reaching, 0.150887, -0.218025, 0.13484, 0.296291, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293939, 4, 0, 0, 0, 1, l, reaching, 0.150887, -0.218025, 0.13484, 0.296291, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293941, 4, 0, 0, 0, 0, l, reaching, 0.170768, -0.193542, -0.226912, 0.364418, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293941, 4, 0, 0, 0, 1, l, reaching, 0.170768, -0.193542, -0.226912, 0.364418, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293947, 4, 0, 0, 0, 0, l, complete, 0.091317, -0.280379, -0.253103, 0.240991, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293960, 4, 0, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293960, 4, 0, 0, 0, 1, r, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293964, 4, 0, 0, 0, 0, r, reaching, 0.211955, -0.185301, 0.174974, 0.343311, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293966, 4, 0, 0, 1, 1, l, reaching, 0.164117, -0.198875, -0.231441, 0.361247, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293969, 4, 0, 0, 1, 0, l, reaching, 0.0845314, -0.285359, -0.244468, 0.245811, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293971, 4, 0, 0, 1, 1, l, reaching, 0.0906686, -0.280754, -0.252476, 0.241522, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293972, 4, 0, 0, 1, 0, l, complete, 0.0915936, -0.280196, -0.252942, 0.240771, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293975, 4, 0, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293977, 4, 0, 0, 1, 1, l, reaching, 0.151988, -0.209249, -0.229654, 0.353625, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293978, 4, 0, 0, 1, 0, l, reaching, 0.090755, -0.268142, -0.213246, 0.2864, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293980, 4, 0, 0, 1, 1, r, reaching, 0.29195, -0.142641, 0.22554, 0.394378, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293984, 4, 0, 0, 1, 0, r, reaching, 0.16092, -0.212037, 0.142716, 0.300402, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293986, 4, 0, 0, 1, 1, l, reaching, 0.0829087, -0.285239, -0.240764, 0.249064, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432293987, 4, 0, 0, 1, 0, l, reaching, 0.0870541, -0.283367, -0.248743, 0.243993, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294009, 4, 2, 0, 1, 0, l, complete, 0.0898881, -0.281313, -0.251633, 0.242041, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294009, 4, 2, 0, 1, 0, l, complete, 0.0898881, -0.281313, -0.251633, 0.242041, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294013, 4, 2, 0, 0, 0, b, home, 0, 0, 0, 0, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294015, 4, 2, 0, 1, 1, r, reaching, 0.290549, -0.142526, 0.223018, 0.394447, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294016, 4, 2, 0, 1, 0, r, reaching, 0.266719, -0.157191, 0.208607, 0.382088, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294017, 4, 2, 0, 1, 1, r, reaching, 0.219849, -0.18358, 0.181609, 0.350904, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
1432294024, 4, 2, 0, 1, 0, r, reaching, 0.13982, -0.22661, 0.129372, 0.289805, 0.202441, 0.3, 0.35625, 0.00695625, 0.159, 0.19, 
